Task ID: a7b04366-9352-4547-9df8-600875d43431 | Time: 2023-12-24T02:10:58.778449800 | Error: Could not roll back JPA transaction
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.468487300 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 702 */ '22262119266' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.471485800 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 703 */ '22262126741' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.474484200 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 704 */ '22262133566' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.477484200 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 705 */ '22262015045' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.480481 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 706 */ '22262028915' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.482479400 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 707 */ '22262033953' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.485477600 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 708 */ '22261916087' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.488474700 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 709 */ '22261926119' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.490474600 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 710 */ '22261930776' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.493472200 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 711 */ '22261811041' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.495471100 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 712 */ '22261821336' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.497470500 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 713 */ '22261836750' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.500468300 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 714 */ '22261717267' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.503466800 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 715 */ '22261726663' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.505465200 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 716 */ '22261734818' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.507464900 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 717 */ '22261616756' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.510463 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 718 */ '22261621376' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.512460 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 719 */ '22261636544' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.515458800 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 720 */ '22261512483' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.517457400 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 721 */ '22261521139' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.520455800 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 722 */ '22261532936' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.522454400 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 723 */ '22261411801' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.524453300 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 724 */ '22261428982' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.527451600 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 725 */ '22261436103' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.529449900 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 726 */ '22261312897' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.531448600 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 727 */ '22261329488' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.534446600 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 728 */ '22261337390' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.536445700 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 729 */ '22261219861' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.538444200 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 730 */ '22261225661' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.540444600 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 731 */ '22261234386' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.543443200 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 732 */ '22261117554' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.545439700 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 733 */ '22261124084' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.548439900 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 734 */ '22261137913' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.551437500 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 735 */ '22261014031' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.553435900 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 736 */ '22261020223' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.556433100 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 737 */ '22261031081' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.558432500 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 738 */ '22260915271' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.561430500 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 739 */ '22260926626' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.564428200 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 740 */ '22260938534' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.567426300 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 741 */ '22260814244' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.571425 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 742 */ '22260829867' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.574422900 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 743 */ '22260833438' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.591410900 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 744 */ '22260713079' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.603404100 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 745 */ '22260720277' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: e697105b-b487-4e79-8633-9c4d5594d3f4 | Time: 2023-12-24T03:47:42.608401700 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 746 */ '22260736977' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
